id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,is_inc_v,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,not_compliant,status,inactive_loans,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,pub_rec_zero,collections_12_mths_zero,short_emp,payment_inc_ratio,final_d,last_delinq_none,last_record_none,last_major_derog_none
11647884,13620066,20000,20000,20000, 60 months,17.57,503.21,D,D2,,n/a,MORTGAGE,107000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11647884,,debt_consolidation,Debt consolidation,958xx,CA,6.62,0,19760601T000000,2,,47,13,1,5412,54.1,50,f,0,0,22520.7,22520.7,20000,2520.74,0,0,0,20141101T000000,18495.1,,20141101T000000,0,,1,0,Fully Paid,1,0,0,3,0.4,1,0,1,1,5.64348,20190201T000000,1,0,1
11627735,13599924,21000,21000,21000, 36 months,7.62,654.39,A,A3,rofessor,10+ years,MORTGAGE,215000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11627735,  Borrower added on 02/11/14 > pay down some credit cards.<br>,credit_card,Credit card refinancing,077xx,NJ,13.35,0,19791201T000000,0,,,24,0,66942,43.5,40,f,0,0,21973,21973,21000,972.97,0,0,0,20141001T000000,17392.2,,20150201T000000,0,,1,0,Fully Paid,1,0,11,6,0.6,1,1,1,0,3.65241,20170201T000000,1,1,1
11304885,13217040,25000,25000,25000, 36 months,16.99,891.2,D,D1,Learning Consultant,10+ years,MORTGAGE,90000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11304885,,debt_consolidation,Debt consolidation,077xx,NJ,13.01,0,20030301T000000,0,,,9,0,17951,99.2,14,w,0,0,28184,28184,25000,3184.04,0,0,0,20141201T000000,20163.2,,20141201T000000,0,,1,0,Fully Paid,1,0,11,3,0.2,1,1,1,0,11.8827,20170201T000000,1,1,1
11667838,13640011,20000,20000,20000, 36 months,10.99,654.68,B,B2,Sr Finance Manager,8 years,OWN,119500,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11667838,,debt_consolidation,Debt consolidation,532xx,WI,14.51,0,20000701T000000,1,49,,7,0,22417,89.3,25,f,0,0,20183.2,20183.2,20000,183.17,0,0,0,20140301T000000,20183.2,,20140301T000000,0,,1,0,Fully Paid,1,0,9,5,0.4,1,1,1,0,6.57419,20170201T000000,0,1,1
11727617,13699809,20175,20175,20175, 36 months,16.99,719.2,D,D1,,n/a,MORTGAGE,75000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11727617,,credit_card,Credit card refinancing,801xx,CO,25.46,0,19821001T000000,1,30,,10,0,32134,93.7,30,f,0,0,21540.1,21540.1,20175,1365.13,0,0,0,20140701T000000,18640.1,,20140801T000000,0,,1,0,Fully Paid,1,0,0,3,0.2,1,1,1,1,11.5072,20170201T000000,0,1,1
11667756,13639930,8400,8400,8400, 36 months,10.99,274.97,B,B2,hydro excavator,1 year,RENT,65000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11667756,,credit_card,Credit card refinancing,977xx,OR,3.84,0,20061201T000000,2,,,9,0,7574,62.6,11,f,0,0,9166.1,9166.1,8400,766.1,0,0,0,20150101T000000,6416.4,,20150101T000000,0,,1,0,Fully Paid,1,0,2,5,0.4,1,1,1,0,5.07637,20170201T000000,1,1,1
11677684,3781143,20000,20000,20000, 60 months,14.98,475.59,C,C3,Tax Accountant,2 years,RENT,60000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11677684,,credit_card,Credit card refinancing,951xx,CA,26.2,0,20060701T000000,1,,,8,0,19558,80.5,18,w,0,0,22729.7,22729.7,20000,2729.69,0,0,0,20150101T000000,17973.8,,20150201T000000,0,,1,0,Fully Paid,1,0,3,4,0.6,1,1,1,0,9.5118,20190201T000000,1,1,1
11726187,13698349,3000,3000,3000, 36 months,18.25,108.84,D,D3,Cafeteria Helper,3 years,RENT,33000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11726187,,vacation,Vacation,112xx,NY,12.57,0,20100301T000000,1,,,13,0,3684,18.1,16,f,0,0,3470.46,3470.46,3000,470.46,0,0,0,20150101T000000,2382.06,,20150201T000000,0,,1,0,Fully Paid,1,0,4,3,0.6,1,1,1,0,3.95782,20170201T000000,1,1,1
11717621,13689801,5075,5075,5075, 36 months,9.67,162.98,B,B1,Communication Specialist,2 years,OWN,50000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11717621,,debt_consolidation,Debt consolidation,841xx,UT,0.96,0,20080801T000000,1,57,,3,0,183,4,4,w,0,0,5406.97,5406.97,5075,331.97,0,0,0,20141101T000000,4103.13,,20150101T000000,0,,1,0,Fully Paid,1,0,3,5,0.2,1,1,1,0,3.91152,20170201T000000,0,1,1
11687606,13659765,12000,12000,12000, 36 months,14.98,415.87,C,C3,International Sales Director,2 years,MORTGAGE,142000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11687606,  Borrower added on 02/11/14 > Pay off couple credit cards and a loan for 5K...and have just on monthly payment<br>,debt_consolidation,Debt consolidation,907xx,CA,12.09,0,19990501T000000,1,45,,10,0,15681,72,45,f,0,0,13506.2,13506.2,12000,1506.17,0,0,0,20150101T000000,9347.47,,20150201T000000,0,41,1,0,Fully Paid,1,0,3,4,0.6,1,1,1,0,3.51439,20170201T000000,0,1,0
11667778,13639952,24000,24000,24000, 36 months,12.85,806.93,B,B4,Maintenance Manager,2 years,RENT,68000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11667778,,debt_consolidation,Debt consolidation,982xx,WA,10.08,0,19981201T000000,1,43,,9,0,2856,51.9,26,w,0,0,3227.72,3227.72,2235.31,992.41,0,0,0,20140601T000000,806.93,,20141101T000000,0,43,1,0,Charged Off,1,1,3,5,0.8,1,1,1,0,14.2399,20170201T000000,0,1,0
11717694,13689875,7475,7475,7475, 36 months,15.61,261.37,C,C4,Truck Driver,5 years,MORTGAGE,39500,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11717694,  Borrower added on 02/11/14 > pay off some high intrest credit cards and close accounts...pay off other accounts and close those accounts.<br>,debt_consolidation,Debt consolidation,810xx,CO,14.46,0,19970201T000000,1,69,66,9,1,5558,57.3,37,w,0,0,7939.56,7939.56,7475,464.56,0,0,0,20140701T000000,6894.08,,20140701T000000,0,,1,0,Fully Paid,1,0,6,4,0.8,1,0,1,0,7.94035,20170201T000000,0,0,1
11726210,13698370,15000,15000,15000, 36 months,13.53,509.25,B,B5,Transportation Security Officer,10+ years,RENT,61000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11726210,  Borrower added on 02/11/14 > Combine my debts into one payment so I can get back on track to saving with the goal of purchasing a house.<br>,debt_consolidation,Debt consolidation,941xx,CA,5.63,0,20010201T000000,0,71,,7,0,9817,42.9,24,w,0,0,15169.1,15169.1,15000,169.13,0,0,0,20140301T000000,15169.1,,20140301T000000,1,,1,0,Fully Paid,1,0,11,5,1,1,1,0,0,10.018,20170201T000000,0,1,1
11687534,13659689,10000,10000,10000, 60 months,16.24,244.46,C,C5,diesel tech,10+ years,MORTGAGE,60000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11687534,,debt_consolidation,Debt consolidation,532xx,WI,18.16,0,20030701T000000,1,,109,11,1,7228,34.1,24,f,0,0,10401.5,10401.5,10000,401.55,0,0,0,20140501T000000,9912.63,,20150201T000000,0,,1,0,Fully Paid,1,0,11,4,1,1,0,1,0,4.8892,20190201T000000,1,0,1
11657645,13629829,3000,3000,3000, 36 months,11.99,99.63,B,B3,CORRECTIONAL OFFICER,3 years,MORTGAGE,75000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11657645,  Borrower added on 02/11/14 > My loan is for credit card refinancing<br>,credit_card,Credit card refinancing,957xx,CA,19.01,1,19900101T000000,2,16,19,5,1,1093,28,42,f,0,0,3219.92,3219.92,3000,219.92,0,0,0,20141001T000000,2522.51,,20150201T000000,0,,1,0,Fully Paid,1,0,4,5,0.6,0,0,1,0,1.59408,20170201T000000,0,0,1
10648468,12520428,4000,4000,4000, 36 months,21.48,151.69,E,E2,Sales Rep,10+ years,MORTGAGE,95000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10648468,,major_purchase,Major purchase,226xx,VA,10.61,0,19900201T000000,1,59,,18,0,31469,66.8,30,f,0,0,4590.58,4590.58,4000,590.58,0,0,0,20141101T000000,3377.06,,20150201T000000,0,,1,0,Fully Paid,1,0,11,2,0.4,1,1,1,0,1.91608,20170201T000000,0,1,1
11647738,13619916,9000,9000,9000, 36 months,11.99,298.89,B,B3,security supervisor,7 years,RENT,55000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11647738,,credit_card,Credit card refinancing,330xx,FL,18.36,0,20010101T000000,0,63,,6,0,8993,90.8,16,f,0,0,9732.21,9732.21,9000,732.21,0,0,0,20141101T000000,7335.54,,20141101T000000,0,63,1,0,Fully Paid,1,0,8,5,0.6,1,1,1,0,6.52124,20170201T000000,0,1,0
10131889,11983270,12000,12000,12000, 36 months,14.98,415.87,C,C3,hi lo driver,3 years,RENT,50000,Source Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10131889,  Borrower added on 02/11/14 > I wanna consolidate my credit cards!!<br><br> Borrower added on 02/11/14 > my loan is for a credit card consolidation !!!<br>,credit_card,Credit card refinancing,448xx,OH,29.52,0,20011101T000000,1,50,58,23,1,13799,37.8,46,w,0,0,2911.09,2911.09,1936.21,974.88,0,0,0,20141001T000000,215.87,,20150101T000000,0,64,1,0,Charged Off,1,1,4,4,0.6,1,0,1,0,9.98088,20170201T000000,0,0,0
11647663,13619842,14400,14400,14375, 60 months,19.22,375.29,D,D4,IT Tech,10+ years,MORTGAGE,65000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11647663,  Borrower added on 02/11/14 > Pay off high interest loans<br>,debt_consolidation,Debt consolidation,300xx,GA,34.73,0,20010601T000000,0,,,11,0,16484,98.7,28,f,0,0,16389.2,16360.7,14400,1989.16,0,0,0,20141101T000000,13386.8,,20141101T000000,0,,1,0,Fully Paid,1,0,11,3,0.8,1,1,1,0,6.92843,20190201T000000,1,1,1
11637710,13609897,10000,10000,10000, 36 months,17.57,359.38,D,D2,Nursing,< 1 year,MORTGAGE,120000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11637710,  Borrower added on 02/11/14 > debt consolidation<br>,debt_consolidation,Debt consolidation,984xx,WA,12.93,0,19771101T000000,2,51,104,16,1,22488,72.1,22,f,0,0,11381.3,11381.3,10000,1381.29,0,0,0,20150201T000000,762.09,,20150201T000000,0,51,1,0,Fully Paid,1,0,1,3,0.4,1,0,1,1,3.5938,20170201T000000,0,0,0
11627582,13599770,2400,2400,2400, 36 months,18.25,87.07,D,D3,Professor,5 years,MORTGAGE,120202,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11627582,,small_business,Business,152xx,PA,21.62,0,19971201T000000,1,,,9,0,13390,98.5,34,w,0,0,2778.2,2778.2,2400,378.2,0,0,0,20150101T000000,1907.5,,20150201T000000,0,,1,0,Fully Paid,1,0,6,3,0.6,1,1,1,0,0.869237,20170201T000000,1,1,1
11266284,13178463,2375,2375,2375, 36 months,22.4,91.2,E,E3,returns department ,8 years,RENT,35000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11266284,,debt_consolidation,Debt consolidation,113xx,NY,8.54,0,20030501T000000,0,34,,9,0,3183,49.7,11,f,0,0,2666.38,2666.38,2375,291.38,0,0,0,20140901T000000,2119.18,,20150201T000000,0,34,1,0,Fully Paid,1,0,9,2,0.6,1,1,1,0,3.12686,20170201T000000,0,1,0
11457354,13389520,8000,8000,8000, 36 months,6.62,245.63,A,A2,md,6 years,OWN,175000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11457354,  Borrower added on 02/12/14 > kitchen remodel<br>,home_improvement,Home improvement,016xx,MA,7.02,0,19890601T000000,0,28,,16,0,7835,5.9,38,f,0,0,8356.66,8356.66,8000,356.66,0,0,0,20141101T000000,6391.62,,20150201T000000,0,,1,0,Fully Paid,1,0,7,6,0.4,1,1,1,0,1.68432,20170201T000000,0,1,1
11647735,13619913,10850,10850,10850, 36 months,17.57,389.92,D,D2,Business Analyst,8 years,MORTGAGE,46500,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11647735,,debt_consolidation,Debt consolidation,799xx,TX,23.38,0,19960801T000000,2,,56,11,1,9443,78,34,w,0,0,12023.3,12023.4,10850,1173.35,0,0,0,20141001T000000,9293.91,,20150201T000000,0,,1,0,Fully Paid,1,0,9,3,0.4,1,0,1,0,10.0625,20170201T000000,1,0,1
11647673,13619852,20000,20000,20000, 36 months,14.98,693.12,C,C3,Maintenance Technician,1 year,MORTGAGE,89000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11647673,,debt_consolidation,Debt consolidation,989xx,WA,14.93,0,19981201T000000,0,24,,8,0,20212,77.1,28,f,0,0,4705.47,4705.47,1347.04,732.32,0,2626.11,26.2611,20140501T000000,693.12,,20141001T000000,0,,1,0,Charged Off,1,1,2,4,0.6,1,1,1,0,9.34544,20170201T000000,0,1,1
11544682,13516832,14000,14000,14000, 60 months,16.99,347.87,D,D1,Clinical Coordinator Registered Nurse,2 years,RENT,80000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11544682,  Borrower added on 02/11/14 > Need to consolidate credit card debt.<br>,credit_card,Debt consolidation,115xx,NY,22.43,1,20000401T000000,3,20,,32,0,15388,47.3,63,w,0,0,16105.3,16105.3,14000,2105.28,0,0,0,20150101T000000,12626.6,,20150201T000000,0,34,1,0,Fully Paid,1,0,3,3,0.2,0,1,1,0,5.21805,20190201T000000,0,1,0
11727577,13699768,15600,15600,15600, 36 months,12.85,524.5,B,B4,Bartender,2 years,RENT,48000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11727577,"  Borrower added on 02/11/14 > Two years ago I fostered kittens that were unknown carriers of a deadly disease. My own cat became incredibly ill. After a week of vet visits, IVs, etc we finally found out what she had but she died the next day. Before this I had little to no debt. I would love to be on top of my debt once again!<br>",debt_consolidation,Debt consolidation,916xx,CA,21.08,0,20000901T000000,0,,111,10,1,10813,63.2,17,f,0,0,16962.2,16962.2,15600,1362.15,0,0,0,20141101T000000,12766.1,,20150201T000000,0,,1,0,Fully Paid,1,0,3,5,0.8,1,0,1,0,13.1125,20170201T000000,1,0,1
11717438,13689615,20000,20000,20000, 36 months,16.24,705.52,C,C5,MD,6 years,RENT,280000,Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11717438,,debt_consolidation,Debt consolidation,600xx,IL,9.3,0,19941201T000000,0,39,7,14,9,21371,86.5,20,f,0,0,1411.04,1411.04,875.59,535.45,0,0,0,20140401T000000,705.52,,20140701T000000,0,39,1,0,Charged Off,1,1,7,4,1,1,0,1,0,3.02366,20170201T000000,0,0,0
11727514,13699704,8500,8500,8500, 36 months,13.98,290.43,C,C1,Mortgage Lender,2 years,MORTGAGE,76800,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11727514,,credit_card,Credit card refinancing,648xx,MO,24.14,1,19971001T000000,1,2,,23,0,38966,41.1,60,f,0,0,8695.83,8695.83,8500,195.83,0,0,0,20140401T000000,8405.4,,20140401T000000,0,,1,0,Fully Paid,1,0,3,4,0.2,0,1,1,0,4.53797,20170201T000000,0,1,1
11727425,13699618,12000,12000,12000, 36 months,13.98,410.02,C,C1,Sales Specialist,2 years,RENT,42000,Source Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11727425,,credit_card,Credit card refinancing,462xx,IN,17.89,0,20000501T000000,1,,91,7,1,13986,97.8,20,f,0,0,2050.1,2050.1,1382.95,667.15,0,0,0,20140701T000000,410.02,,20141201T000000,0,,1,0,Charged Off,1,1,3,4,0.2,1,0,1,0,11.7149,20170201T000000,1,0,1
11627409,13599595,7100,7100,7100, 36 months,21.48,269.25,E,E2,Admin Asst,6 years,MORTGAGE,50000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11627409,,debt_consolidation,Debt consolidation,983xx,WA,24.56,0,19950401T000000,2,79,60,15,2,10070,87.6,31,f,0,0,8042.87,8042.87,7100,942.87,0,0,0,20141001T000000,6158.12,,20141001T000000,0,79,1,0,Fully Paid,1,0,7,2,0.4,1,0,1,0,6.462,20170201T000000,0,0,0
11637496,13609682,6200,6200,6200, 36 months,12.85,208.46,B,B4,Estimator,7 years,MORTGAGE,63908,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11637496,,credit_card,Credit card refinancing,852xx,AZ,14.22,0,19970701T000000,2,45,,12,0,5665,34.3,25,w,0,0,6575.2,6575.2,6200,375.2,0,0,0,20140801T000000,5532.9,,20150201T000000,0,45,1,0,Fully Paid,1,0,8,5,0.8,1,1,1,0,3.91425,20170201T000000,0,1,0
11685010,13657155,12000,12000,12000, 60 months,14.98,285.36,C,C3,Underwriter Coordinator,4 years,MORTGAGE,98000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11685010,,debt_consolidation,Debt consolidation,840xx,UT,8.05,1,20000501T000000,1,23,,11,0,8564,68.5,18,w,0,0,13149.8,13149.8,12000,1149.82,0,0,0,20141001T000000,11152.3,,20141001T000000,0,,1,0,Fully Paid,1,0,5,4,0.6,0,1,1,0,3.4942,20190201T000000,0,1,1
11686519,13658671,12500,12500,12500, 36 months,14.98,433.2,C,C3,computer programmer,7 years,MORTGAGE,66070,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11686519,,debt_consolidation,Debt consolidation,220xx,VA,13.35,0,19931101T000000,0,41,,4,0,14328,94.3,13,f,0,0,14141.8,14141.8,12500,1641.82,0,0,0,20150201T000000,9376.62,,20150201T000000,0,41,1,0,Fully Paid,1,0,8,4,0.6,1,1,1,0,7.86802,20170201T000000,0,1,0
11687476,13659633,7000,7000,7000, 36 months,10.99,229.14,B,B2,,10+ years,MORTGAGE,46000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11687476,,debt_consolidation,Debt consolidation,145xx,NY,12.81,0,19940601T000000,0,,116,7,2,4275,79.2,16,f,0,0,7187.78,7187.78,7000,187.78,0,0,0,20140601T000000,6729.5,,20140601T000000,0,,1,0,Fully Paid,1,0,11,5,0.4,1,0,1,0,5.97757,20170201T000000,1,0,1
11707547,13679723,17000,17000,17000, 36 months,14.98,589.15,C,C3,Teacher,10+ years,OWN,120000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11707547,,debt_consolidation,Debt consolidation,333xx,FL,20.17,1,19960601T000000,0,4,,16,0,26158,62.6,26,f,0,0,17820.4,17820.4,17000,820.4,0,0,0,20140601T000000,16053,,20150201T000000,0,28,1,0,Fully Paid,1,0,11,4,0.6,0,1,1,0,5.8915,20170201T000000,0,1,0
11505623,13477781,5000,5000,5000, 36 months,7.62,155.81,A,A3,acct rep,2 years,MORTGAGE,30000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11505623,  Borrower added on 02/11/14 > WOULD LIKE TO PAY OFF HIGHER INTEREST CREDIT CARDS<br>,credit_card,Credit card refinancing,631xx,MO,6.28,0,19780101T000000,0,,,4,0,4466,53,6,f,0,0,5256.97,5256.97,5000,256.97,0,0,0,20141101T000000,4010.49,,20150201T000000,0,,1,0,Fully Paid,1,0,3,6,0.6,1,1,1,0,6.2324,20170201T000000,1,1,1
11687448,13659606,25000,25000,25000, 60 months,19.97,661.93,D,D5,physical therapist,1 year,MORTGAGE,80000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11687448,,home_improvement,Home improvement,541xx,WI,13.8,0,19970601T000000,2,,,8,0,41088,74.6,15,f,0,0,26639.3,26639.3,25000,1639.34,0,0,0,20140601T000000,24653.5,,20140701T000000,0,,1,0,Fully Paid,1,0,2,3,1,1,1,1,0,9.92895,20190201T000000,1,1,1
11627468,13599653,7000,7000,7000, 36 months,13.98,239.18,C,C1,,n/a,RENT,25000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11627468,,debt_consolidation,Debt consolidation,752xx,TX,32.98,0,19930701T000000,0,25,47,10,1,3203,50,43,f,0,0,7850.57,7850.57,7000,850.57,0,0,0,20150101T000000,5458.77,,20150201T000000,0,25,1,0,Fully Paid,1,0,0,4,0.2,1,0,1,1,11.4806,20170201T000000,0,0,0
11625192,13597344,5600,5600,5600, 36 months,13.98,191.35,C,C1,Bookkeeper/Accounting Specialist,10+ years,RENT,50000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11625192,  Borrower added on 02/11/14 > Hi!!  I'm applying for a Debt Consolidation to pay off my credit cards and take care of a few other pressing items.  I have good credit.  I'm Employed Full Time for 14years.  I pay my bills on time.  I plan on pre-paying this loan I just applied for.  Thank You for your consideration :)<br>,debt_consolidation,Debt consolidation,454xx,OH,13.59,0,19981101T000000,4,75,81,11,1,5755,22.2,24,f,0,0,6025.22,6025.22,5600,425.22,0,0,0,20140901T000000,4877.12,,20141001T000000,0,75,1,0,Fully Paid,1,0,11,4,0.2,1,0,1,0,4.5924,20170201T000000,0,0,0
11637334,13609527,12000,12000,12000, 36 months,6.03,365.23,A,A1,Senior DevOps Engineer,< 1 year,MORTGAGE,130000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11637334,"  Borrower added on 02/11/14 > Will be used for some home improvement projects, including backyard landscaping, on our house we've been in for 4 years.  Want the loan to speed up some of the projects so we aren't living in a construction zone.<br>",home_improvement,Home improvement,891xx,NV,6.69,0,20051201T000000,1,,,8,0,1665,5.2,12,f,0,0,12634.6,12634.6,12000,634.56,0,0,0,20150201T000000,8617.03,,20150201T000000,0,,1,0,Fully Paid,1,0,1,6,0.2,1,1,1,1,3.37135,20170201T000000,1,1,1
11644618,13616769,4000,4000,4000, 36 months,9.67,128.45,B,B1,,n/a,OWN,27490,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11644618,,debt_consolidation,Debt consolidation,993xx,WA,5.15,0,20040801T000000,0,,,4,0,3375,55.3,13,f,0,0,4261.66,4261.66,4000,261.66,0,0,0,20141101T000000,3234.06,,20141101T000000,0,,1,0,Fully Paid,1,0,0,5,0.2,1,1,1,1,5.60713,20170201T000000,1,1,1
11627394,13599579,4000,4000,4000, 36 months,8.9,127.02,A,A5,Correctional Counselor,6 years,RENT,75000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11627394,,credit_card,Credit card refinancing,952xx,CA,14.39,0,20020201T000000,2,30,,8,0,10064,62.1,20,f,0,0,4191.53,4191.53,4000,191.53,0,0,0,20141201T000000,648.35,,20150201T000000,0,30,1,0,Fully Paid,1,0,7,6,1,1,1,1,0,2.03232,20170201T000000,0,1,0
11647585,13619761,20000,20000,20000, 36 months,14.98,693.12,C,C3,IT Hosting PM,2 years,MORTGAGE,112000,Source Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11647585,,debt_consolidation,Debt consolidation,752xx,TX,19.03,0,19931001T000000,0,,108,17,1,14064,54.8,29,f,0,0,21838.4,21838.4,20000,1838.4,0,0,0,20141001T000000,16986.6,,20141001T000000,0,,1,0,Fully Paid,1,0,3,4,0.6,1,0,1,0,7.42629,20170201T000000,1,0,1
11667585,13639758,30000,30000,30000, 60 months,19.97,794.32,D,D5,,8 years,MORTGAGE,95000,Source Verified,20140201T000000,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11667585,  Borrower added on 02/11/14 > I WORKED VERY HARD FOR MY CREDIT AND IT IS IMPORTANT FOR ME TO MAINTAIN THE INTEGRITY OF MY PAYMENT HISTORY.<br>,debt_consolidation,Debt consolidation,782xx,TX,24.75,0,20070301T000000,3,,,8,0,32213,77.4,15,f,0,0,5040.47,5040.47,295.07,499.25,0,4246.15,42.4615,20140401T000000,794.32,,20140801T000000,0,,1,0,Charged Off,1,1,9,3,1,1,1,1,0,10.0335,20190201T000000,1,1,1
10945338,12847496,7800,7800,7800, 36 months,14.98,270.32,C,C3,Legal Assistant,10+ years,MORTGAGE,42000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10945338,,home_improvement,Home improvement,983xx,WA,12.63,0,19970301T000000,1,28,45,18,1,7639,34.4,76,w,0,0,8131.13,8131.13,7799.99,331.14,0,0,0,20141001T000000,88.89,,20150201T000000,0,28,1,0,Fully Paid,1,0,11,4,0.6,1,0,1,0,7.72343,20170201T000000,0,0,0
10715086,12607221,6250,6250,6250, 36 months,11.99,207.56,B,B3,Office Manager,5 years,RENT,32000,Not Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10715086,  Borrower added on 02/11/14 > Credit Card debt.  Two cards with 20% interest each.<br>,debt_consolidation,Debt consolidation,294xx,SC,29.82,0,20021101T000000,0,,,22,0,9605,78.1,39,f,0,0,6866.93,6866.93,6250,616.93,0,0,0,20150101T000000,4791.33,,20150201T000000,0,,1,0,Fully Paid,1,0,6,5,0.6,1,1,1,0,7.7835,20170201T000000,1,1,1
11405711,11948089,14375,14375,14375, 60 months,17.57,361.68,D,D2,OFFICE MANAGER,10+ years,OWN,63000,Verified,20140201T000000,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11405711,,home_improvement,Home improvement,331xx,FL,21.91,0,20011101T000000,1,27,,11,0,17292,44.8,26,w,0,0,14793.7,14793.7,14375,418.74,0,0,0,20140401T000000,14432.1,,20140401T000000,0,48,1,0,Fully Paid,1,0,11,3,0.4,1,1,1,0,6.88914,20190201T000000,0,1,0
