name,review,rating,sentiment
Evenflo Top of Stair Gate,"I purchased this for the top of a stair way. I love it. Installation was easy. Opening and closing is so easy (even my 6 year old and 11 year old have no trouble). For the cost, it is a very sturdy and excellent gate.",5,1
Evenflo Top of Stair Gate,The gate took about 15 minutes to install. It is very sturdy and looks nice.,4,1
Evenflo Top of Stair Gate,"I have not had a problem with the bottom popping out like another poster mentioned. I wonder if the wall was slightly wider at the bottom from the house settling.  I am very happy with it, though one word of caution.  We noticed that the holes on the template don't line up with the ones on the gate, so you might as well chuck the template and go it alone.  We have a few extra holes in the wall because of it.  I love the fact that you can take it right off the wall when not in use, without having to mess around with the hardware.",4,1
Evenflo Top of Stair Gate,"We bought a few of these gates after our son began to climb the other gates we had. These wooden gates are a bit more expensive but are well worth the price. They are easy to install, heavy duty, better looking and vitually impossible to climb over. We feel much saver with them on the stairs.  Our previous gates were made of plastic and were the type with the large &quot;holes&quot; in them. When our son began to pull up to standing we noticed the plastic gates swayed and twisted a bit. A few weeks later he figured out how to get his little feet in the holes and climbed to the top of the gate. Spend the little extra to get a gate that will last and will keep your climber safe.",5,1
Evenflo Top of Stair Gate,We have 4 of these gates and love them.  It is SO easy to install and SO super easy to use!  I had a professional baby proofer come to my house and he saw my gates and said this was the gate he recommends as well.  I can open and close it with one hand - it looks nice - and is very safe.  I keep trying to convince my friends to get this gate so I will have no troubles when I visit them - those other gates confuse me and are hard to use.  This is truly the only you will need.,5,1
Evenflo Top of Stair Gate,"This is a nice gate for a door opening, probably not the best choice for a stairway. We found it easy to install and is well made.  I don't know how some people found this to be junky.  The wood looks nice, too. Gates are a barrier not a babysitter, so for the price we found this to be good for door openings to our hallway.",4,1
Evenflo Top of Stair Gate,"Very pleased with these gates.  I have 2 of them in my house and my mother has another.  They all work good and greatly help keep the kiddo where he should be.  They could be a lit more rugged and the latch could be a little more user friendly, but neither of those things are that big of a deal.",4,1
Evenflo Top of Stair Gate,"We use this gate for a 36"" opening at the top of our stairs.  The gate is sturdy, and opens easily with one hand.Installing this gate alone seemed like it could get a bit tricky, especially if you want everything 90 degrees to the floor and level across the top.  Fortunately my father-in-law helped me out.We ended up mounting a 1""T x 4""W x 30""L piece of wood to both sides of the wall (these were mounted into studs) to guarantee that the mounting hardware would be screwed into wood (in case the mounting hardware screws missed the stud due to the 1-2"" offset between the swinging and latching sides of the gate).If installing this on a wall with molding, keep in mind that the bottom screw hole of the latch side hardware is the lowest screw mounting point . . . otherwise you will end up installing this screw through the molding like we had to.  FYI, our molding is 2"" high and we installed the gate 2"" off the ground.  If we had installed the gate 3"" off the ground (maximum height recommended by the manufacturer) we probably would not have run into this problem.For the price, I don't think there is a better permanent mount gate out there.",5,1
Evenflo Top of Stair Gate,I think this is a great gate for the price.  The instructions are no help though so you are on your own to figure out how to set it up.  The natural wood makes it inconspicuous and I really like the simple design.,4,1
Animal Planet's Big Tub of Dinosaurs,This product seemed a bit high priced but the dino's are well made and will last forever.  My grandsons use floor puzzles as a background rather than the flimsy plastic that comes with this but it has lots of pieces and will do for several children to play with at a time.  I paper with names of different dinos would have been nice also.  Overall good purchase.,4,1
Animal Planet's Big Tub of Dinosaurs,"This was a last minute Christmas purchase for my 5 year old daughter who loves dinosaurs.  She has a few plastic ones that she plays with from time to time, so I really wasn't thinking about getting any more... Then I saw this item and thought she'd have some fun with it.  To my surprise, this has become her favorite thing to play with; even beyond other items, including a karaoke machine and a kids tablet stocked with e-books and games.  It is so nice to watch her acting out various scenarios with her community of dinos.  I couldn't have imagined how much fun she'd have.  The dinosaurs are well made, nice coloring and features.  Good variety.  The mat, volcanoes, trees and rocks are a nice touch, sometimes she uses these, other times she just lines the dinos up by family on our living room coffee table and acts out various social situations between the dinos.  I love seeing her pretend play!  Animal Planet's Big Tub of Dinosaurs has turned out to be a delightful surprise.",5,1
Animal Planet's Big Tub of Dinosaurs,"My 2-1/2 year old son got this playset for Christmas. He LOVES it. To challenge his mind, the name of each dinosaur is printed on the bottom. I can see that we are going to get hours of endless play with this set! Great job Animal Planet! We have two birthdays in January for friends turning 3...they will both be getting this set.",5,1
Animal Planet's Big Tub of Dinosaurs,The dinosaurs are great.  The concept is good.  One of the trees was broken as they are a bit flimsy but that didn't really affect it overall.  I also wish the mat wasn't so thin.  My kids like playing with it.,4,1
Animal Planet's Big Tub of Dinosaurs,this is a cute little set and makes a great gift! Everything comes in a tub so you get storage. I picked a coupld of these up for my kids as well as an extra for a neighbor's son. Both boys and girls will love this set if they love playing with dinosaurs!,5,1
Animal Planet's Big Tub of Dinosaurs,"Gift for grandchild heard it is really nice, good quality.  A good buy for the money.  My grandson loves it!!!",5,1
Animal Planet's Big Tub of Dinosaurs,I bought these for my grandson who loved dinosaurs at the time.  He has outgrown them but still has them.  It was a great gift and well worth the money.,5,1
Animal Planet's Big Tub of Dinosaurs,"got this for my daughters 4th bday. shes developed a love for dinosaurs, which I love because I loved them growing up too! they come in a nice big tote she can carry around and makes for easy clean up. the dinosaurs come in all sizes and seem very durable. the mat was kinda flimsy and not really what I was expecting but for the price and as many pieces you get, I cant knock any stars off. the dinosaurs will probably spend more time in the bath tub and around the house rather then on the mat anyways.",5,1
Animal Planet's Big Tub of Dinosaurs,"The dinosaurs are very good quality.  Only complaint (very minor) about them is that the names of the dinosaurs are VERY hard to read...but this was fixed by my husband smudging some pernament marker on them and then whiping it off lightly with acetone to create some contrast with the letters.The volcanos, trees, and rocks are great too.  Love the storage bin.  The mat that comes with, however, leave MUCH to be desired...I'd almost rather it not have come with it.  The mat is super cheap looking and not durable at all.Overall, however, this is a great product that my 4 year old son is enjoying greatly!",4,1
Animal Planet's Big Tub of Dinosaurs,My son had a great time with this set. The only thing I didnt' like about it was the play mat. I thought it was way larger it is pretty tiny. My son still likes it so I guess that is all that matters.,4,1
Animal Planet's Big Tub of Dinosaurs,"MI HIJO AMA LOS DINOSAURIOS ASI QUE DECIDI COMPRARLE ESTE SET, LO MALO ESQUE EN  LA FOTO SE MIRAN MAS GRANDES CUANDO EN REALIDAD NO LO ES. :( SON MAS PEQUENOS QUE LO QUE SE MIRA EN LA FOTO ES UNA DECILUCION PARA MI PORQUE EL QUERIA UNOS MAS GRANDES.",5,1
Animal Planet's Big Tub of Dinosaurs,"Bought this toy (or rather the version they had then) for my daughter when she was 2. She played with it for years and is now playing with her 2-year old brother. They managed to rip the plastic scenery (arguing on who got to play with it) and tear apart some of the palm trees, he also cracked one of the volcanoes by jumping off the bed and straight on it, but the dinosaurs have survived all sorts of mishandling and rough play. The bucket is miraculously whole considering that it has also been used as step-stool, seat and pretend bath for dolls.The fact that the dinosaurs have their names printed on the belly (not easy to read) gives me the opportunity to tell them their real names, and learn for myself too!All in all, the most used toy in our home. I dare say one of them has played with the dinosaurs almost every day since we purchased them three years ago. They are the first toy out and the last back in.I would buy this again and look forward to giving it as a gift too.",5,1
"NUK 2 Pack Classic Latex BPA Free Pacifier, Size 2","I am mother of 4, grandmother of 3... Best pacifier around! Size 2 is good for the most months, latex is most easily accepted by newborns and breast fed babies, and Nuk is most natural shape. I wish these were more available, but worth the search!",5,1
"NUK 2 Pack Classic Latex BPA Free Pacifier, Size 2",No complaints. Nuk is a good product. My baby takes every pacy. Easy to clean or just throw them in the bottle sanitizer.,4,1
Graco Tot Wheels V Mobile Entertainer Center,"Don't get me wrong, I do like this walker.  We bought it for my 7 month old, whenever he would get in it he loved it.  Except that the legs(the part that makes it taller) wouldn't stay in the groves, and kept falling to the floor.  So he wasn't able to walk in it.  He is in the 95% in height, but only 60 in weight.  There was no reason for this to happen.But like I said I do like the Walker...Just not very sturdy..expecially for bigger babies.",4,1
Graco Tot Wheels V Mobile Entertainer Center,"We received this walker as a shower gift.  After hearing mixed reviews about the safety of walkers I was hesitant to let my son use it.  When he was about 4 1/2 months old we put him in it for the first time, and he loved it! The activity tray has a great variety of toys.  We also really like the fact that the tray comes off and he can put other toys or Cheerios on it. This walker is very stable and well made. At 10 months my son cruises around the house a record speeds and is just about ready to walk on his own.  This toy has really let him explore the house safely.  We all love it.",5,1
Graco Tot Wheels V Mobile Entertainer Center,"My daughter likes the sounds and interaction with the toy, but gets frustrated that she is ""trapped"" and can't roll easily on carpet.",4,1
Graco Tot Wheels V Mobile Entertainer Center,My twins love it.  Larger wheels allow it to roll over the groves/mortar between stones of kitchen floor better than older walker we have.,5,1
Graco Tot Wheels V Mobile Entertainer Center,"Having three children I decided to go with the walker. We never used one before because it was never recommend by Dr's. This center is the best. It has stoppers so don't fear your little one can't move. Pull them out and you can push them from room to room with you with the handy holder in the back. The baby loves it and I think it's great. Also, Mom's who have taller babies this one lasts longer than the average bouncer;seems it adjusts higher than the others.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","Great size, easy to assemble.  Would recommend this to playard to anything that asks.",4,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","I loved this play pen, it is square and nice and roomy for my son to play in, he moves around easily and has great color schemes that are so eye catching. My son also likes to take his naps in this playpen, he is very comfortable in it and can stand easily. the extra toys built into the sides amuse him all the time and it is very easy to fold and un-fold for very easy transportation when we go on vacation and to take inside and outside. Love this playpen and my mother-in-law liked it so much she bought one for her home as well.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",I love the graco pack n' play playard colors.  I got it for my 5 months old son a month ago.  There are four different activities for him to play with and it is big enough for him to crawl around.  You do need to put a blanket at the bottom for him to lie down in the winter.  It is light enough to travel.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",I love this pack n play because its SOOOOOOOOOOO spacious.  My son loves the little bugs and can lay in it for a while (4 months old).  I think as he gets older he'll enjoy playing in it and I'll feel good because I know its a safe place for him to be.  Would recommend.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","I searched and searched for a square playpen from the olden days.  Well this fit that criteria perfectly!  I hated to keep her confined to the new smaller pack-n-plays to play in.  To nap is one thing, but to use as a play yard at home is completely different.  She is currently 6 1/2 months old and will play for about 20-30 minutes on her own before her attention span is gone.  This allows me to prepare dinner, clean up a little, or even just sit on the couch and RELAX.  She may still be young, but she's on the move already.  This keeps her in one place, where I left her.It does slope to the middle, but she doesn't have a problem with that, even if I sit her down around the outside of the mat.  She only plays with the crinkly butterfly and hasn't taken the time to discover the other sides to play with.I would recommend this to anyone with a baby girl or boy!!!I (a woman) opened this up and set it up on my own the very first time within a few minutes. We have not taken it down or moved it since I set it up in the living room.  I specifically bought it as a playpen and not a travel pen.Overall, I am VERY pleased with this purchase and have bragged to other friends, that have babies similar age, that I have an Old School Style BIG playpen.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","My friend had bought this pack and play and when my son and I went to visit for a play date I was amazed at how content he was playing in the playpen. I quickly went online to buy one for my home and he is in there now as I am online. I have more free time to do dishes and sweep and do laundry, all while I watch him of course. It has the mirror which he loves to look at and giggle, the butterfly wings he likes to teethe on, simply put money well spent! I am completely satisfied with my purchase and would tell every mom to invest in one!!!!",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",This is for our baby girl. She isn't using it yet but I have set it up.  It's so much more compact then the one I had as a baby.  Easy to fold like a regular port-a-crib but larger. I bought some fleec to make a fitted sheet for the bottom. That is the only draw back. There is no fitted sheet that matches to order. It is wipeable though. I know this will come in handy until she learns to scale the sides and escape.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",This is not a portable product in the way you think of portable.  It is sturdy and the bonus is it packs into a carry bag.  Folds up or out in seconds and is as sturdy as a non-portable.  very large compared to what they sell in the stores about twice the size but not too big to be a hazard.  What would I change about this product? NOTHING  It even has toys on each of the sides for children.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","This play yard is extremely easy to set up quickly. Compared to another I've tried to set up, this one beats it by at least 10 minutes, plus it doesn't exhaust me doing so. Each side snaps up and there is a mechanism to push when releasing. The mechanism on this play yard is easier on my ""older"" fingers and I can do it easily.Taking this on a trip would be great because the whole thing wraps up so compactly and fits into a zipper bag. Taking this outside during the summer months will be a breeze!My 6 month old grandson loves scooting around in this and the colorful images attract him from side to side.Overall a well thought-out item. I've been pleased with everything about this play yard.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","This was the frst time our son had been in a playpen. With in minutes he was playing with the """"attached"""" toys. In short he loves it. It's perfect to keep him entertained while cooking dinner or taking a shower. It assembles quickly and stores neatly and easily in the included storage bag. We are considering buying another to keep at his grandparents. We would highly recommend the Graco TotBloc Pack 'N Play.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","Wallyworld had this at the same price, but they were out of stock. The shipping was free, but I still didn't have to wait very long for it to arrive. This one is probably the biggest ""playpen"" any one can find. My son loves it! It's big enough for him to roll around in.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","This is a great for play.  I really like the built-in toys and bright colors.However, I bought it for our vacation as a place to play and sleep.  Unfortunately, the pad is somewhat uncomfortable and the sheets (must be purchased from company other than Graco) cause the pad to be a little lumpy.  My daughter would also wake up and want to play with the toys in the middle of the night and then had a hard time going back to sleep.Although I love the size of it, it is quite awkward to move around when open since it is heavy and large.Still worthy of 4 stars since it does what is says it will do.  I am happy with it.",4,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","the pen is perfect and bigger than the pack n plays with the bassinets.  i wanted something to keep my baby safe in while i was busy cooking or doing dishes.  he can safely play in this and the toys stitched onto the side mesh keep him occupied even if his toys dont.  the only downside is its hard to find playsheets locally.  you have to source them on amazon.  other than that, its a great playpen!",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",Bought this for grandchildren's visits seven years ago.  Now being used by our church nursery.  My daughter liked it so much we recently bought another one for her home.  Good quality and construction.  I like the full size space that allows a toddler to play safely while a parent has to direct their attention elsewhere.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",I love the size of this product and basically everything about it except its heavy. Other than that its great!!!!!,4,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","We ordered this play yard for our daughter's 4 month-birthday.The order came in with Standard Free Super-Saver Shipping within one week.The play yard is very easy to assemble,attractive colors,great quality,comprehensive instructions,WONDERFUL designs on all four walls (including an unbreakable mirror),steady colorful and easy-to clean floor mat.What else could one dream of?We are 100% satisfied with this purcahse.Highly recommend!!!!",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","I am very thankful I chose this particular pack-n-play. I've seen the ones my friends have for their babies and I definitely got the best one!!! It also folds up easily and stores nicely. It is a little heavy, but they all are to me. It is sturdy and I think it will last. Sheets that fit this particular model are pricey, though, as it's not the average rectangular shape. Other than that, it is perfect! My daughter loves it and so do I!",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","After shopping around for a play yard, my husband and I found that this is by far the largest one we've come across. Also, the bright colors and little built-in mirror, squeeky, crinkle and rattle toys are great. It provides a good place for baby to both play and sleep! I would definitely recommend it.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",This is absolutely a great product. It is big compare to other pack and play and the reason being why we purchased it. We did put two cushions for a softer flat form. You will need two person to open this so the lever will adjust at the same time.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","This play pen is the most used baby item we own. My two kids have used this over the past 3.5 years and it is in excellent condition. Very sturdy and durable. Your little one will love the room it has to offer and will be able to view out from all sides. A BIG PLUS.....enjoy, we do!!!!!",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","As a grandmother I was looking for a safe space for my 7 month old grandson to play in.  The large size is great, it is simple to set-up and fold-up.  It is very sturdy and off the floor and the sides are entertaining as each has an activity (squeak, crinkle, mirror and rattle) and the bright colors are very appealing.  I was able to put a mobile on this Pack N Play at the corner.  We just love it and will be able to use it both in the house and in the yard.",5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt",I like it for the size and all the colors. Bugs on the sides are somewhat entertaining with rattles and squeaks.,5,1
"Graco TotBloc Pack 'N Play with Carry Bag, Bugs Quilt","I bought this for my nine month granddaughter when she comes to visit.  She loves it!  It's practical, sturdy and so easy to set up and take down.  The colors are bright and cheerful and the attached &#34;toys&#34; are so cute&#34;.",5,1
Portable Crib Mattress,"This portable mattress fits perfectly in my Eddie Bauer Manchester Print travel yard(dimensions are 24x38 on both) and is slightly thicker(1/2 inch more) than the other portable crib mattresses that I've seen.Also, this one is waterproof and lightweight. It can be used in both the bassinet and crib portion of the aforementioned travel yard.MUCH better than using just the hard pad that comes with the travel yard.I should add that this also fits graco's pack and play portable crib sheets... which are the sheets I use in my Eddie Bauer travel yard.Seems to be fairly hardy in construction. Should last at least a year or two of regular use. If not.. well, buy another one. They're only $20.00! Regular moms(don't know about day cares) wouldn't need this any longer than that year or so anyway.",5,1
Philips AVENT Isis On The Go Set,"I registered for this pump for #1: the price  #2: I had only planned on breastfeeding during my six week maternity leave so didn't see need for an electric.Well, I ended up continuing to breastfeed, and this pump has sustained my supply and kept my baby EXCLUSIVELY on breast milk. I work full time and am able to pump 3 four oz bottles while at work. Each takes 3-5 min, so bathroom trips are quick and pumping sessions discreet. No one ever realizes I am pumping in there.My daughter is 5 1/2 mo now and still exclusively on breast milk and I plan on continuing to nurse for many months to come. Pumping is not a big production with Isis. It's convenient and simple to clean- no hoses etc. It is as little of a hassle as I can imagine and that is so important to me as a working mom of a breastfed baby.",5,1
Philips AVENT Isis On The Go Set,"Nice pump, will recommend to all moms. However it makes a funny sound when I pump and it is loud - I wish it was more quiet.",4,1
Philips AVENT Isis On The Go Set,"My baby was in the NICU right after birth for 5 days and I needed to pump exclusively to get my milk established.  They provided me with a deluxe electric double pump which worked well.  I was told my supply couldn't be established/maintained with my manual pump at home, so I went home with a hospital rental while my baby stayed in the hospital.  When it was time for him to come home, I contemplated whether or not to keep renting the electric pump; I had received this ISIS pump as a shower gift and I thought I'd try it before deciding what to do.  Well, I was shocked how well this pump worked.  It is so comfortable to use and doesn't tire your hand pumping.  In the same time it took me to double pump (15 minutes) I got the same amount of milk using the manual one breast at a time!  I ended up returning the electric pump and didn't at all feel uneasy about maintaining milk supply.  This pump works as well, if not better than the electric pump and costs so much less!!  This is my 4th child, I've tried other manual pumps as well as battery operated ones in the past, but none compare to this pump.  My only qualm about this system is that the nipple rings and nipples for feeding are substantially bigger than the standard nipples/size for bottles, so you are committed to using only their brand with their bottles (the bottles are nicely shaped and easy to hold).  My baby had a hard time breast feeding, so we had to bottle feed for a while and he couldn't get the hang of their bottle nipple so I had to pour off my milk into another type of bottle system to feed him.",5,1
Philips AVENT Isis On The Go Set,"Before I bought this pump, I read lots of reviews about manual, battery, and electric, single and double pumps. Since I only plan on having one child, I did not want to invest in a[n expensive] pump to use for a few months.When I returned to work my son was 3 1/2 months old, and I only planned on breastfeeding until 6 months. I used this pump in the morning (while he nursed on one side), once during the day at work, and during his night feeding. I was able to keep up with his daily regimen with ease.I was a little scared to try it for the first time since a lot of reviews said pumps in general were painful. This did mimic my sons sucking action, and was not bad. If you can get through the first week of breastfeeding (a different kind of feeling that no one can prepare you for), you can pump on a regular basis without problems.I like the how easy this pumps is to take with you. The carrying case is attractive, and looks like a regular lunch bag.",4,1
Philips AVENT Isis On The Go Set,"My sister-in-law bought me this pump for Christmas. It's been great. It's never hurt to use it, I get a lot of milk fairly quick, and when you get the sterilizer too, its easy to keep clean and ready to use. Nothing is better than having a good pump on hand when you are engorged and baby is sleeping. :)))",5,1
Philips AVENT Isis On The Go Set,"I bought the Avent on the go pump, after having difficulty with the electric pump(not a hospital grade pump)that I already had, because I am having surgery in May and I need to pump for while I am in the hospital. I found the Avent to be MUCH more comfortable than the electric one.  It is also very easy to express milk.  I did find that it works better for me without the massage petal attachment. (I get 4-6 ounces at a time.) I didn't get enough suction with the petal attachment on.  I am a stay at home mom so I only pump once a day.  I am not sure how it would be for a working mom but, it works great for what I need.  If you only need to pump once in a while or even once a day to get a stock up in the freezer I recommend this pump.",5,1
Philips AVENT Isis On The Go Set,"Since I was going back to work when my daughter was only 6 weeks, I bought a Medela electric pump because I thought it would pump more milk in a shorter amount of time.  When I got it home, it was so loud that I didn't want to take it to work.  So I bought this pump specifically for work and now I don't ever use my electric one!  This one pumps a lot of milk out and it takes about the same time (for me) as the electric one.  And I use it almost every day with no problem.  Also it comes with everything you need to store the milk including the bottles (which are the only ones my newborn will take!).  And you can take it with you everywhere easily.  I recommend this pump to everyone I know whether you will be pumping occasionally or every day.  Best pump on the market!",5,1
Philips AVENT Isis On The Go Set,"As a first time mom, I was nervous about the whole pumping idea.  I read the reviews on this pump and decided to purchase it before the birth of my son, which was a good thing because I got the last one!  The first time I tried to pump I was scared it would hurt (after all the horror stories people were telling me)to my surprise it did not hurt at all, I was amazed at how quickly I was done and the ease of clean up.  My son quickly adjusted to the avent nipple/bottles and loves eating with his daddy. He is thriving on both the breast and bottle with no nipple confusion.(we started at 5 weeks)I love this pump. It is discreet and easy to use on the go, I highly recommend this pump. Thank you!",5,1
Philips AVENT Isis On The Go Set,"I was given a Medela Pump N Style when I was pregnant and spent a month trying to use it before getting frustrated and investigating other options.  I purchased the Avent Isis On the Go after much research, and it has worked wonders.  Not only was the electric pump loud and inconvenient to use, it was also an extremely slow process.  With the Isis, I can pump the same amount of milk in less than half the time.  I work full time, and the Isis is much easier to transport, put together, and use.  If you want to speed up even more, buy two pumps and pump both breasts at once.  You will still save 60%+ over the cost of a Medela.  Hands down the best pump on the market!",5,1
Medela Single Deluxe Battery/Electric Breastpump,This product I used with my first child 12 years ago and bought it as a gift for my sister recently. I have tried many brands and this one is great quality and great price. You will not be disappointed.,5,1
Medela Single Deluxe Battery/Electric Breastpump,"I tried a hospital pump & a highly advertised manual pump before this one and it was a nightmare. When I tried this pump I couldn't believe how comfortable it was, and how much milk I pumped so effortlessly in such a short amount of time. My baby is 11 days old, and last night I pumped 3 1/2 ounces in 5-10 minutes. It is louder than my manual (obviously), but not nearly as loud as the hospital pump I used while my baby was in the NICU.I think many mothers are trying to pump before their milk supply is established & that is why it hurts & why they aren't getting any milk. That is what happened to me in the hospital...even with the hospital grade pump you won't get anything if your milk isn't ready to be pumped!",5,1
Medela Single Deluxe Battery/Electric Breastpump,"When I first brought my daughter home I used a manual pump but that took too long to get just a few ounces.  I bought this pump and could pump up to 6 oz. on one breast at a time.  I used my pump to build up my stored breastmilk for when my daughter began eating solids.  I pumped each morning and sometimes 1-2 times during the night for her first year of life.  Once she started weening herself, then my milk supply naturally started to become less and less.  However I used this pump each day and was able to have breastmilk stored for my daughter until she was 16 months old.  I recommend this pump because of the small, portable size, price, and convenience of using it.  Each pumping session took about total of 10 minutes (5 on each breast).  Each time I used my pump I only used the plug.  I never used the batteries and my motor did not start to go out until the time I stopped pumping.  I attribute that to having used it daily for over a year.",5,1
Cosco Portable Crib - White,"We loved the size, look and sturdiness of this portable crib.  Our 4 month old is quickly getting too large for her bassinet and this seemed like the perfect step up.Even with a portable bumper pad, my baby keeps kicking her leg through the rail while laying down.  I have to keep a sharp eye on her as I'm afraid that she will break her leg.  I first noticed this problem a few days ago as she was crying and when I turned around, her leg was sticking out.I pretty much only put her in it when she's super drousy but I'm going to take it back and get a play yard as I don't want to take any chances.  I already have a play yard at her daycare center and didn't want to get another one, but it will be so worth the peace of mind.This crib would be great for babies that don't like to kick as mine does.  She's a little wiggle worm!",4,1
Cosco Portable Crib - White,"We purchased this as the primary crib for our second child to save on space and knowing at times we would need to move the crib between rooms.  I absolutely love it!  It is very sturdy, looks great and best of all rolls through doorways!!!.  I assumed I would be able to use the crib for only several months when I puchased it, but as our little guy is approaching 12 months I have no intention of pulling the full size crib out of storage anytime soon.  He has plenty of room to move around, in fact, far more than I have in my bed. By far the best piece of furniture/gear I have purchased between 2 children.....",5,1
The First Years Night and Day Bottle Warmer System,I received this bottle warmer as a gift!  I love it!  It sure has made a difference - it heats the bottle faster than a pot of water can boil!  I recommend this!  My daughter loves the warm the bottles!,5,1
The First Years Night and Day Bottle Warmer System,"works in seconds, and the light on the button makes nights very easy for breastmilk and formula. I love it",5,1
The First Years Night and Day Bottle Warmer System,"We purchased this to use in our bedroom while our daughter is still in her bassinet.  It is wonderful for those middle of the night feedings.  We did not find it hard to use at all, and the bottles are pretty much always the same temeprature, and have never really been too hot or too cold.  We use the Avent bottles (which are great, by the way) and they fit in there fine.  She now (at 2 weeks) often sleeps through the night, so we don't need it quite so much anymore for nightime feedings, but we still use it during the day to warm her bottles.  It takes a few minutes to warm up the bottle, but I change her diaper while it is warming, and it seems to work out well.  And at least it shuts off by itself after the warming cycle is over . . . many other units do not.  The cooler is a wonderful feature as well . . . saves us from going to the kitchen in the middle of the night!!",5,1
Avent ISIS Breast Pump with Disposable Nurser,"I had read about the Isis while I was pregnant and hoped it would work so well.  My husband was skeptical that a manual pump would work that well.  So, I got the pump with the disposable system so I could freeze the milk.  I started pumping at about 1 month and got 2 oz the first try.  Soon I was getting 4 oz in less than 10 min and still nursing regularly.  So, I had a stash in the freezer when I went back at 10 weeks - in addition to the milk we used trying to get my little girl to take the bottle.  She is taking it very well now - at 12 weeks she is using the #2 nipples and the 9 oz. bottles (she doesn't like the disposable bottles, so they just pour the milk into the bottle from the bag).  Now, I can pump about 4 oz. in the morning then nurse her and at work I take two breaks where I get at least 7 ozs in less than 10 min.  So, I am pumping what she eats each day (or more).  I try to push it a little to keep ahead.  The pump is so small, I just put it in a little tote bag and carry an insulated bottle bag for the milk (got that 'free' at the hospital).  I am so happy that she is still just getting breastmilk and we're still a few days ahead.  Its also wonderful that the system is interchangeable.  In the morning I pump into a regular bottle so her first bottle can be fresh.  That also works on the weekend.  I like to use the lids with the sealing disks to carry milk around in, the nipple lids leak sometimes.  I am interested in trying the soft sippy nipples with the bottle when she gets older.  Its just all working so well - Avent has really developed a great system.",5,1
Avent ISIS Breast Pump with Disposable Nurser,"MY NIPPLES CRACKED SHORTLY AFTER BIRTH BECAUSE I COULDN'T GET MY CHILD TO LATCH ON THE RIGHT WAY. BUT I STIKK WANTED TO BERASRTFEED AS LONG AS I COULD. SO I WENT TO THE STORE AND PURCHASED THIS PUMP. IT WAS THE CHEAPEST AND IT WORKED GREAT. ON THE FIRST TRY, I WAS ABLE TO COLLECT 10 OUNCES IN ABOUT 10 MINUTES.I ALSO LOVE THE CARRYING CASE THAT IT COMES WITH, VERY DESCREET.",5,1
Avent ISIS Breast Pump with Disposable Nurser,"I have gotten breast pumps in the past, and did not like them becasue they hurt and did not work at all.  I have recently bought this aven isis pump, and let me tell you this is a goddes when it comes to pumping! it works awesome, and it does not hurt! i would reccomend this pump to other moms who are planning on puchashing one.just one more thing the nipples are really good to my baby would not take any nipples untill this one i tried the playtex ones he refused, this one is really good.",5,1
Delta Children's Products Vintage Chic Jenny Lind Changing Table in Oak,"I think this is a gret product for a good price.  It was easy to put together.  I didn't even use the directions, just looked at the box.  I love the storage underneath, it helps to keep everything organized.  Very sturdy.  The only bad thing i can say is that the baby will get his hands and feet in between the rungs so be careful when you go to pick them up.  Other than that, I would highly reccomend this product",5,1
UltraSoft Quilted Crib Mattress Pad,I love it.  It is very soft.  It fits snug on the mattress and won't slip off.  A nurse in my hospital said mattress pads are safe as long as they stay on.  I have no complaints.,5,1
UltraSoft Quilted Crib Mattress Pad,"This is the best mattress pad I've seen yet!  It is thick, soft, washes beautifully but best of all it fits the crib mattress perfectly without having to pull and tug on it trying to get it to fit only to have one of the corners pop off anyway.  I highly recommend this. I wish I'd had this from the start.",5,1
